16089650,Diego,Rodriguez,drodriguezf@gmail.com,socio,True,False,2024-06-05,drodriguezf@gmail.com
26955528,Marcos,Navarro,mnavarrop@gmail.com,socio,True,False,2025-11-04,mnavarrop@gmail.com
18505287,Sofia,Diaz,sdiazm@gmail.com,socio,False,False,2023-11-14,sdiazm@gmail.com
71654008,Gabriel,Silva,gsilvam@gmail.com,socio,True,False,2025-06-18,gsilvam@gmail.com
77524762,Marcos,Fuentes,mfuentesl@gmail.com,socio,True,False,2025-01-22,mfuentesl@gmail.com
97503200,Isabella,Fuentes,ifuentesm@gmail.com,socio,True,False,2023-11-30,ifuentesm@gmail.com
28287127,Maria,Gutierrez,mgutierrezr@gmail.com,socio,False,False,2024-04-28,mgutierrezr@gmail.com
10838457,Ricardo,Echeverria,recheverriar@gmail.com,socio,False,False,2024-11-10,recheverriar@gmail.com
17919095,Andrea,Cruz,acruze@gmail.com,socio,False,False,2024-10-20,acruze@gmail.com
72253115,Franco,Lopez,flopezi@gmail.com,socio,True,False,2025-04-28,flopezi@gmail.com
58684436,Alonso,Juarez,ajuarezm@gmail.com,socio,True,False,2024-03-31,ajuarezm@gmail.com
19513375,Mateo,Munoz,mmunozr@gmail.com,socio,True,False,2025-10-20,mmunozr@gmail.com
97730855,Joaquin,Silva,jsilvaj@gmail.com,socio,True,False,2024-12-20,jsilvaj@gmail.com
40467872,Antonia,Cruz,acruzv@gmail.com,socio,True,False,2024-09-07,acruzv@gmail.com
65314483,Jose,Martinez,jmartinezi@gmail.com,socio,True,False,2025-02-14,jmartinezi@gmail.com
65488239,Joaquin,Echeverria,jecheverrias@gmail.com,socio,False,False,2025-06-13,jecheverrias@gmail.com
82265483,Martina,Flores,mfloresv@gmail.com,socio,True,False,2025-08-24,mfloresv@gmail.com
57217126,Antonia,Munoz,amunozp@gmail.com,socio,True,False,2025-05-01,amunozp@gmail.com
58310738,Elena,Vargas,evargasm@gmail.com,socio,True,False,2025-03-02,evargasm@gmail.com
81127300,Hector,Perez,hpereza@gmail.com,socio,False,False,2025-01-29,hpereza@gmail.com
67615231,Gabriel,Munoz,gmunozd@gmail.com,socio,True,False,2024-04-22,gmunozd@gmail.com
50208372,Laura,Silva,lsilvaj@gmail.com,socio,True,False,2024-04-23,lsilvaj@gmail.com
40581711,Tomas,Castillo,tcastillof@gmail.com,socio,True,False,2025-06-16,tcastillof@gmail.com
69796155,Antonia,Castillo,acastillom@gmail.com,socio,True,False,2025-09-14,acastillom@gmail.com
57303591,Maria,Vega,mvegac@gmail.com,socio,True,False,2025-05-25,mvegac@gmail.com
11306363,Tomas,Diaz,tdiazg@gmail.com,socio,True,False,2024-12-07,tdiazg@gmail.com
51536803,Joaquin,Alarcon,jalarconc@gmail.com,socio,True,False,2025-03-10,jalarconc@gmail.com
78116890,Isabella,Sanchez,isanchezr@gmail.com,socio,True,False,2023-12-02,isanchezr@gmail.com
69751747,Antonia,Flores,afloresv@gmail.com,socio,True,False,2023-11-16,afloresv@gmail.com
93346861,Andrea,Gonzalez,agonzalezh@gmail.com,socio,True,False,2025-02-03,agonzalezh@gmail.com
10087245,Isabella,Bravo,ibravol@gmail.com,socio,False,False,2024-08-13,ibravol@gmail.com
85952511,Ricardo,Flores,rfloresj@gmail.com,socio,True,False,2025-05-27,rfloresj@gmail.com
16814758,Clara,Flores,cfloresc@gmail.com,socio,True,False,2024-11-24,cfloresc@gmail.com
56576842,Alonso,Kraus,akrausl@gmail.com,socio,True,False,2024-02-11,akrausl@gmail.com
76077091,Maria,Vargas,mvargasm@gmail.com,socio,True,False,2025-04-23,mvargasm@gmail.com
16646123,Maria,Vega,mvegao@gmail.com,socio,False,False,2025-10-07,mvegao@gmail.com
18826541,Pablo,Echeverria,pecheverriag@gmail.com,socio,False,False,2025-01-14,pecheverriag@gmail.com
11638103,Franco,Martinez,fmartinezv@gmail.com,socio,True,False,2025-01-24,fmartinezv@gmail.com
67499981,Mateo,Juarez,mjuarezm@gmail.com,socio,False,False,2023-11-20,mjuarezm@gmail.com
82848157,Diego,Rojas,drojasr@gmail.com,socio,True,False,2024-01-05,drojasr@gmail.com
33389105,Franco,Vega,fvegaj@gmail.com,socio,False,False,2025-02-28,fvegaj@gmail.com
29663961,Pablo,Navarro,pnavarroc@gmail.com,socio,True,False,2025-08-24,pnavarroc@gmail.com
87525372,Gabriel,Fuentes,gfuentesn@gmail.com,socio,True,False,2024-03-30,gfuentesn@gmail.com
83483941,Hector,Kraus,hkrausg@gmail.com,socio,True,False,2024-10-04,hkrausg@gmail.com
42431822,Joaquin,Silva,jsilvam@gmail.com,socio,True,False,2023-11-24,jsilvam@gmail.com
98880638,Laura,Juarez,ljuarezm@gmail.com,socio,True,False,2024-03-20,ljuarezm@gmail.com
12752966,Ignacio,Ibarra,iibarrag@gmail.com,socio,True,False,2024-07-23,iibarrag@gmail.com
54852112,Marcos,Ibarra,mibarral@gmail.com,socio,True,False,2025-05-24,mibarral@gmail.com
76200246,Paula,Gonzalez,pgonzalezr@gmail.com,socio,True,False,2025-02-16,pgonzalezr@gmail.com
24195922,Florencia,Lopez,flopezv@gmail.com,socio,True,False,2025-04-30,flopezv@gmail.com
86864099,Andrea,Lopez,alopezb@gmail.com,socio,True,False,2025-03-23,alopezb@gmail.com
12044584,Marcos,Sanchez,msanchezr@gmail.com,socio,True,False,2024-08-30,msanchezr@gmail.com
10754115,Mateo,Rodriguez,mrodriguezg@gmail.com,socio,True,False,2025-02-18,mrodriguezg@gmail.com
25656264,Valentina,Juarez,vjuarezj@gmail.com,socio,True,False,2024-08-07,vjuarezj@gmail.com
10871774,Valentina,Vega,vvegak@gmail.com,socio,True,False,2024-07-25,vvegak@gmail.com
82884303,Elena,Navarro,enavarroo@gmail.com,socio,True,False,2024-04-04,enavarroo@gmail.com
89671199,Isabella,Lopez,ilopezn@gmail.com,socio,True,False,2024-09-26,ilopezn@gmail.com
34049258,Paula,Gutierrez,pgutierreza@gmail.com,socio,True,False,2024-10-22,pgutierreza@gmail.com
72001039,Tomas,Rojas,trojass@gmail.com,socio,True,False,2024-03-04,trojass@gmail.com
22191547,Hector,Romero,hromeros@gmail.com,socio,True,False,2024-04-20,hromeros@gmail.com
32581930,Martina,Arias,mariasc@gmail.com,socio,False,False,2024-11-08,mariasc@gmail.com
80095741,Camila,Flores,cfloress@gmail.com,socio,True,False,2024-10-26,cfloress@gmail.com
25041051,Gabriel,Sanchez,gsancheze@gmail.com,socio,True,False,2024-05-05,gsancheze@gmail.com
88992670,Sebastian,Ortiz,sortizr@gmail.com,socio,True,False,2024-07-11,sortizr@gmail.com
84626797,Laura,Sanchez,lsanchezh@gmail.com,socio,True,False,2025-09-14,lsanchezh@gmail.com
41720102,Clara,Castillo,ccastillok@gmail.com,socio,True,False,2023-11-19,ccastillok@gmail.com
60390396,Martina,Rojas,mrojaso@gmail.com,socio,True,False,2024-03-19,mrojaso@gmail.com
47058987,Tomas,Flores,tfloresm@gmail.com,socio,True,False,2025-09-11,tfloresm@gmail.com
73991263,Camila,Perez,cperezl@gmail.com,socio,True,False,2025-05-07,cperezl@gmail.com
27107502,Franco,Vargas,fvargaso@gmail.com,socio,True,False,2025-05-29,fvargaso@gmail.com
75400901,Isabella,Silva,isilvas@gmail.com,socio,False,False,2025-06-23,isilvas@gmail.com
24724522,Marcos,Miranda,mmirandad@gmail.com,socio,True,False,2024-03-23,mmirandad@gmail.com
26982970,Martina,Cruz,mcruzg@gmail.com,socio,True,False,2024-01-25,mcruzg@gmail.com
30034371,Mateo,Silva,msilvak@gmail.com,socio,True,False,2024-08-12,msilvak@gmail.com
23856023,Marcos,Kraus,mkrausp@gmail.com,socio,True,False,2025-04-20,mkrausp@gmail.com
77556899,Clara,Echeverria,cecheverriap@gmail.com,socio,True,False,2025-09-17,cecheverriap@gmail.com
17709617,Florencia,Martinez,fmartinezg@gmail.com,socio,True,False,2024-08-11,fmartinezg@gmail.com
88458610,Ignacio,Herrera,iherreraj@gmail.com,socio,True,False,2025-06-22,iherreraj@gmail.com
31729732,Pablo,Gonzalez,pgonzaleza@gmail.com,socio,False,False,2023-12-03,pgonzaleza@gmail.com
60750421,Isabella,Fuentes,ifuentesv@gmail.com,socio,True,False,2024-05-10,ifuentesv@gmail.com
43278142,Ricardo,Gonzalez,rgonzalezs@gmail.com,socio,True,False,2024-02-09,rgonzalezs@gmail.com
20893092,Tomas,Perez,tperezn@gmail.com,socio,True,False,2024-06-24,tperezn@gmail.com
84783439,Mateo,Rodriguez,mrodriguezh@gmail.com,socio,True,False,2024-09-28,mrodriguezh@gmail.com
15446471,Clara,Juarez,cjuarezj@gmail.com,socio,False,False,2024-09-27,cjuarezj@gmail.com
62843719,Isabella,Navarro,inavarrom@gmail.com,socio,True,False,2024-12-29,inavarrom@gmail.com
44190049,Clara,Echeverria,cecheverriaf@gmail.com,socio,True,False,2024-08-20,cecheverriaf@gmail.com
91155978,Martina,Bravo,mbravov@gmail.com,socio,True,False,2024-09-04,mbravov@gmail.com
60590529,Diego,Alarcon,dalarconv@gmail.com,socio,True,False,2025-06-25,dalarconv@gmail.com
25766710,Florencia,Perez,fpereza@gmail.com,socio,True,False,2025-02-16,fpereza@gmail.com
56106831,Gabriel,Bravo,gbravop@gmail.com,socio,True,False,2025-06-03,gbravop@gmail.com
95393642,Camila,Ibarra,cibarram@gmail.com,socio,False,False,2024-06-18,cibarram@gmail.com
23164895,Franco,Bravo,fbravov@gmail.com,socio,True,False,2025-03-04,fbravov@gmail.com
21359569,Hector,Garcia,hgarciac@gmail.com,socio,True,False,2025-04-13,hgarciac@gmail.com
27982209,Ricardo,Gutierrez,rgutierrezj@gmail.com,socio,True,False,2024-10-26,rgutierrezj@gmail.com
40187291,Ignacio,Ortiz,iortizg@gmail.com,socio,True,False,2025-09-30,iortizg@gmail.com
59102796,Lucas,Rojas,lrojasr@gmail.com,socio,True,False,2025-10-07,lrojasr@gmail.com
72666858,Alonso,Silva,asilvar@gmail.com,socio,True,False,2024-12-01,asilvar@gmail.com
46004061,Florencia,Navarro,fnavarroc@gmail.com,socio,True,False,2025-03-04,fnavarroc@gmail.com
46353477,Jose,Fuentes,jfuentesi@gmail.com,socio,True,False,2024-03-06,jfuentesi@gmail.com
67835495,Florencia,Flores,ffloresr@gmail.com,socio,True,False,2025-08-16,ffloresr@gmail.com
81871771,Diego,Rodriguez,drodriguezg@gmail.com,socio,False,False,2024-02-10,drodriguezg@gmail.com
55860921,Diego,Miranda,dmirandar@gmail.com,socio,True,False,2025-06-11,dmirandar@gmail.com
63294489,Ignacio,Navarro,inavarroh@gmail.com,socio,True,False,2025-07-12,inavarroh@gmail.com
47068773,Lucas,Gonzalez,lgonzalezr@gmail.com,socio,False,False,2024-03-12,lgonzalezr@gmail.com
26447014,Catalina,Lopez,clopezh@gmail.com,socio,True,False,2025-02-06,clopezh@gmail.com
31127637,Jose,Martinez,jmartinezg@gmail.com,socio,False,False,2024-12-15,jmartinezg@gmail.com
17494253,Martina,Cruz,mcruzf@gmail.com,socio,True,False,2024-01-01,mcruzf@gmail.com
12425579,Lucas,Sanchez,lsanchezk@gmail.com,socio,True,False,2023-12-03,lsanchezk@gmail.com
57817462,Joaquin,Miranda,jmirandag@gmail.com,socio,True,False,2025-07-04,jmirandag@gmail.com
22398776,Alonso,Ortiz,aortizr@gmail.com,socio,True,False,2025-04-04,aortizr@gmail.com
33651605,Pablo,Silva,psilvad@gmail.com,socio,True,False,2024-07-21,psilvad@gmail.com
76847853,Marcos,Bravo,mbravoa@gmail.com,socio,True,False,2025-04-20,mbravoa@gmail.com
13397731,Tomas,Ibarra,tibarraa@gmail.com,socio,True,False,2024-11-20,tibarraa@gmail.com
69687908,Paula,Perez,pperezg@gmail.com,socio,True,False,2024-03-23,pperezg@gmail.com
35273235,Pablo,Castillo,pcastilloa@gmail.com,socio,True,False,2025-07-13,pcastilloa@gmail.com
16260094,Mateo,Alarcon,malarcong@gmail.com,socio,False,False,2024-08-12,malarcong@gmail.com
59323356,Isabella,Gonzalez,igonzalezk@gmail.com,socio,True,False,2025-09-19,igonzalezk@gmail.com
33915102,Hector,Perez,hperezf@gmail.com,socio,True,False,2025-04-28,hperezf@gmail.com
26094731,Pablo,Ibarra,pibarram@gmail.com,socio,True,False,2024-12-31,pibarram@gmail.com
26564869,Jose,Cruz,jcruzf@gmail.com,socio,True,False,2024-02-01,jcruzf@gmail.com
14708670,Joaquin,Lopez,jlopezk@gmail.com,socio,True,False,2024-10-13,jlopezk@gmail.com
79537865,Ignacio,Cruz,icruzp@gmail.com,socio,True,False,2025-10-08,icruzp@gmail.com
94713882,Tomas,Navarro,tnavarrod@gmail.com,socio,True,False,2025-06-27,tnavarrod@gmail.com
98486242,Franco,Rodriguez,frodriguezg@gmail.com,socio,True,False,2025-05-15,frodriguezg@gmail.com
69417375,Laura,Echeverria,lecheverriag@gmail.com,socio,True,False,2024-05-19,lecheverriag@gmail.com
58800300,Tomas,Gonzalez,tgonzalezv@gmail.com,socio,True,False,2024-11-07,tgonzalezv@gmail.com
21691385,Lucas,Arias,lariasa@gmail.com,socio,True,False,2024-07-12,lariasa@gmail.com
71621333,Hector,Munoz,hmunozo@gmail.com,socio,True,False,2024-10-02,hmunozo@gmail.com
77869393,Ricardo,Sanchez,rsancheze@gmail.com,socio,True,False,2025-09-26,rsancheze@gmail.com
63207360,Joaquin,Sanchez,jsanchezp@gmail.com,socio,True,False,2024-04-17,jsanchezp@gmail.com
94841711,Sebastian,Bravo,sbravoo@gmail.com,socio,True,False,2024-06-18,sbravoo@gmail.com
45183616,Paula,Alarcon,palarcona@gmail.com,socio,True,False,2024-09-18,palarcona@gmail.com
45253038,Antonia,Romero,aromeroe@gmail.com,socio,False,False,2025-03-28,aromeroe@gmail.com
78230692,Valentina,Perez,vperezl@gmail.com,socio,True,False,2024-02-21,vperezl@gmail.com
99973250,Valentina,Rodriguez,vrodriguezo@gmail.com,socio,True,False,2024-11-07,vrodriguezo@gmail.com
92937486,Florencia,Lopez,flopezg@gmail.com,socio,True,False,2024-01-03,flopezg@gmail.com
95286200,Florencia,Gutierrez,fgutierrezg@gmail.com,socio,True,False,2024-01-11,fgutierrezg@gmail.com
76005098,Mateo,Silva,msilvah@gmail.com,socio,True,False,2025-03-08,msilvah@gmail.com
85013013,Pablo,Castillo,pcastillog@gmail.com,socio,True,False,2024-04-08,pcastillog@gmail.com
19628390,Sofia,Juarez,sjuarezb@gmail.com,socio,True,False,2024-09-20,sjuarezb@gmail.com
99116571,Camila,Flores,cfloresv@gmail.com,socio,True,False,2024-07-08,cfloresv@gmail.com
47158023,Florencia,Rojas,frojasc@gmail.com,socio,True,False,2024-12-13,frojasc@gmail.com
94048378,Isabella,Flores,ifloresl@gmail.com,socio,False,False,2024-08-23,ifloresl@gmail.com
85997625,Catalina,Rojas,crojasr@gmail.com,socio,True,False,2025-01-30,crojasr@gmail.com
87340546,Hector,Bravo,hbravor@gmail.com,socio,True,False,2024-12-11,hbravor@gmail.com
34811860,Joaquin,Rodriguez,jrodriguezf@gmail.com,socio,True,False,2025-11-04,jrodriguezf@gmail.com
68330593,Sofia,Silva,ssilval@gmail.com,socio,True,False,2024-02-06,ssilval@gmail.com
98802796,Joaquin,Sanchez,jsanchezp@gmail.com,socio,False,False,2025-08-21,jsanchezp@gmail.com
67713148,Jose,Gutierrez,jgutierreze@gmail.com,socio,True,False,2024-04-03,jgutierreze@gmail.com
80225378,Florencia,Munoz,fmunozn@gmail.com,socio,True,False,2025-05-20,fmunozn@gmail.com
20724388,Elena,Fuentes,efuentesg@gmail.com,socio,True,False,2024-01-07,efuentesg@gmail.com
55515767,Clara,Gonzalez,cgonzalezr@gmail.com,socio,True,False,2024-07-06,cgonzalezr@gmail.com
95550709,Gabriel,Rodriguez,grodriguezg@gmail.com,socio,True,False,2025-07-09,grodriguezg@gmail.com
54132892,Andrea,Echeverria,aecheverriah@gmail.com,socio,True,False,2024-05-29,aecheverriah@gmail.com
54945647,Ricardo,Navarro,rnavarroa@gmail.com,socio,True,False,2025-06-09,rnavarroa@gmail.com
57240995,Benjamin,Navarro,bnavarror@gmail.com,socio,True,False,2024-10-13,bnavarror@gmail.com
71216008,Diego,Navarro,dnavarroa@gmail.com,socio,True,False,2023-11-07,dnavarroa@gmail.com
72312890,Valentina,Arias,variaso@gmail.com,socio,True,False,2024-04-26,variaso@gmail.com
49962506,Gabriel,Fuentes,gfuentesh@gmail.com,socio,False,False,2024-12-23,gfuentesh@gmail.com
37018872,Isabella,Arias,iariasg@gmail.com,socio,False,False,2023-11-28,iariasg@gmail.com
14432708,Catalina,Ibarra,cibarrac@gmail.com,socio,True,False,2024-11-08,cibarrac@gmail.com
15051291,Lucas,Fuentes,lfuentesm@gmail.com,socio,True,False,2024-08-25,lfuentesm@gmail.com
24751864,Maria,Romero,mromeror@gmail.com,socio,True,False,2023-11-23,mromeror@gmail.com
59789640,Antonia,Martinez,amartinezm@gmail.com,socio,True,False,2024-10-24,amartinezm@gmail.com
72098857,Tomas,Miranda,tmirandal@gmail.com,socio,True,False,2025-01-02,tmirandal@gmail.com
92420626,Isabella,Ibarra,iibarrac@gmail.com,socio,True,False,2024-04-10,iibarrac@gmail.com
62810773,Clara,Castillo,ccastillov@gmail.com,socio,True,False,2024-01-01,ccastillov@gmail.com
45128164,Diego,Castillo,dcastilloe@gmail.com,socio,True,False,2023-11-09,dcastilloe@gmail.com
50983721,Isabella,Flores,ifloresj@gmail.com,socio,True,False,2024-02-26,ifloresj@gmail.com
44692423,Clara,Vega,cvegag@gmail.com,socio,True,False,2025-03-18,cvegag@gmail.com
45405879,Catalina,Juarez,cjuareza@gmail.com,socio,True,False,2023-12-13,cjuareza@gmail.com
29609766,Laura,Ortiz,lortizl@gmail.com,socio,True,False,2024-12-03,lortizl@gmail.com
74025619,Valentina,Vega,vvegad@gmail.com,socio,True,False,2024-05-19,vvegad@gmail.com
43444000,Hector,Silva,hsilvas@gmail.com,socio,True,False,2024-03-30,hsilvas@gmail.com
25454302,Mateo,Cruz,mcruzl@gmail.com,socio,True,False,2024-12-05,mcruzl@gmail.com
35865956,Marcos,Miranda,mmirandar@gmail.com,socio,True,False,2024-11-25,mmirandar@gmail.com
26865926,Jose,Perez,jperezi@gmail.com,socio,True,False,2025-09-22,jperezi@gmail.com
50854087,Jose,Arias,jariasi@gmail.com,socio,True,False,2024-02-18,jariasi@gmail.com
28983103,Mateo,Garcia,mgarciag@gmail.com,socio,True,False,2025-07-10,mgarciag@gmail.com
62812300,Marcos,Romero,mromeroc@gmail.com,socio,True,False,2024-03-05,mromeroc@gmail.com
94289329,Antonia,Navarro,anavarroc@gmail.com,socio,False,False,2024-08-21,anavarroc@gmail.com
91803550,Isabella,Kraus,ikrausn@gmail.com,socio,True,False,2023-11-13,ikrausn@gmail.com
53923567,Diego,Martinez,dmartinezs@gmail.com,socio,True,False,2025-08-10,dmartinezs@gmail.com
59792980,Hector,Ortiz,hortizo@gmail.com,socio,True,False,2025-05-01,hortizo@gmail.com
28217622,Gabriel,Lopez,glopezk@gmail.com,socio,True,False,2024-12-22,glopezk@gmail.com
37905513,Tomas,Silva,tsilvaa@gmail.com,socio,True,False,2025-03-12,tsilvaa@gmail.com
77704078,Laura,Navarro,lnavarroa@gmail.com,socio,True,False,2025-10-07,lnavarroa@gmail.com
52116525,Ricardo,Juarez,rjuareza@gmail.com,socio,False,False,2024-03-18,rjuareza@gmail.com
97754046,Valentina,Juarez,vjuarezf@gmail.com,socio,True,False,2025-01-16,vjuarezf@gmail.com
50546917,Catalina,Martinez,cmartinezm@gmail.com,socio,True,False,2025-05-30,cmartinezm@gmail.com
59205921,Ricardo,Flores,rfloresg@gmail.com,socio,True,False,2024-04-11,rfloresg@gmail.com
55411287,Catalina,Arias,cariash@gmail.com,socio,True,False,2024-11-25,cariash@gmail.com
31405453,Clara,Kraus,ckrause@gmail.com,socio,False,False,2024-05-21,ckrause@gmail.com
11250812,Franco,Flores,ffloresg@gmail.com,socio,True,False,2024-12-01,ffloresg@gmail.com
11336919,Benjamin,Martinez,bmartinezm@gmail.com,socio,True,False,2025-04-16,bmartinezm@gmail.com
26489417,Maria,Romero,mromeror@gmail.com,socio,True,False,2025-10-25,mromeror@gmail.com
74208166,Gabriel,Perez,gpereze@gmail.com,socio,True,False,2025-09-07,gpereze@gmail.com
17522909,Andrea,Rodriguez,arodriguezm@gmail.com,socio,True,False,2025-03-13,arodriguezm@gmail.com
75449429,Sebastian,Echeverria,secheverrias@gmail.com,socio,True,False,2025-03-28,secheverrias@gmail.com
16263500,Hector,Flores,hfloresp@gmail.com,socio,True,False,2024-07-23,hfloresp@gmail.com
12199227,Ricardo,Navarro,rnavarrof@gmail.com,socio,False,False,2025-05-22,rnavarrof@gmail.com
49282050,Pablo,Flores,pfloresp@gmail.com,socio,True,False,2024-08-12,pfloresp@gmail.com
44754808,Alonso,Arias,aariask@gmail.com,socio,True,False,2025-07-23,aariask@gmail.com
76463577,Joaquin,Alarcon,jalarcona@gmail.com,socio,True,False,2025-07-19,jalarcona@gmail.com
34545299,Paula,Vega,pvegak@gmail.com,socio,True,False,2024-11-01,pvegak@gmail.com
69150591,Lucas,Ortiz,lortizi@gmail.com,socio,True,False,2025-06-06,lortizi@gmail.com
34142912,Marcos,Kraus,mkrausr@gmail.com,socio,True,False,2025-09-24,mkrausr@gmail.com
56069176,Jose,Flores,jfloresc@gmail.com,socio,True,False,2024-05-07,jfloresc@gmail.com
29788104,Catalina,Kraus,ckrausm@gmail.com,socio,True,False,2024-02-01,ckrausm@gmail.com
35005684,Jose,Echeverria,jecheverriar@gmail.com,socio,False,False,2025-08-08,jecheverriar@gmail.com
78922513,Benjamin,Miranda,bmirandar@gmail.com,socio,False,False,2024-11-15,bmirandar@gmail.com
92435286,Sebastian,Arias,sariasf@gmail.com,socio,True,False,2025-09-15,sariasf@gmail.com
14839040,Joaquin,Vargas,jvargasc@gmail.com,socio,True,False,2025-07-21,jvargasc@gmail.com
57641877,Franco,Vega,fvegas@gmail.com,socio,True,False,2025-07-15,fvegas@gmail.com
76065990,Tomas,Lopez,tlopezp@gmail.com,socio,True,False,2025-03-24,tlopezp@gmail.com
58414556,Tomas,Lopez,tlopezg@gmail.com,socio,True,False,2025-07-12,tlopezg@gmail.com
44986948,Florencia,Bravo,fbravoc@gmail.com,socio,True,False,2025-04-19,fbravoc@gmail.com
36239836,Sofia,Cruz,scruzo@gmail.com,socio,True,False,2024-12-30,scruzo@gmail.com
50900605,Elena,Garcia,egarciag@gmail.com,socio,True,False,2024-06-02,egarciag@gmail.com
46367920,Hector,Castillo,hcastillog@gmail.com,socio,True,False,2025-05-18,hcastillog@gmail.com
60670300,Ignacio,Vega,ivegab@gmail.com,socio,True,False,2024-02-17,ivegab@gmail.com
70155720,Antonia,Martinez,amartinezf@gmail.com,socio,False,False,2023-11-17,amartinezf@gmail.com
98306222,Florencia,Arias,fariasa@gmail.com,socio,True,False,2024-03-02,fariasa@gmail.com
34828471,Gabriel,Gutierrez,ggutierrezs@gmail.com,socio,True,False,2024-12-13,ggutierrezs@gmail.com
86133493,Tomas,Kraus,tkrausr@gmail.com,socio,False,False,2025-08-14,tkrausr@gmail.com
29026689,Ignacio,Ortiz,iortizr@gmail.com,socio,True,False,2024-10-23,iortizr@gmail.com
89527918,Hector,Lopez,hlopezp@gmail.com,socio,False,False,2024-12-09,hlopezp@gmail.com
39308629,Hector,Echeverria,hecheverriaa@gmail.com,socio,True,False,2024-12-14,hecheverriaa@gmail.com
63985483,Pablo,Cruz,pcruzn@gmail.com,socio,True,False,2024-07-18,pcruzn@gmail.com
64842108,Ricardo,Perez,rpereza@gmail.com,socio,True,False,2025-05-04,rpereza@gmail.com
